dateday,season,year,month,holiday,weekday,workingday,weather_condition,temperature,atemp,humidity,casual,registered,count,day_type,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment,temp_category,hum_category,rental_volume_category
2011-11-18,winter,0,november,0,friday,1,clear,0.274167,0.272721,0.41,245,3147,3392,weekday,409,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-19,winter,0,november,0,saturday,0,clear,0.329167,0.324483,0.502083,943,2720,3663,weekend,408,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-11-20,winter,0,november,0,sunday,0,mist,0.463333,0.457058,0.684583,787,2733,3520,weekend,407,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-11-21,winter,0,november,0,monday,1,light rain,0.4475,0.445062,0.91,220,2545,2765,weekday,406,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-11-22,winter,0,november,0,tuesday,1,light rain,0.416667,0.421696,0.9625,69,1538,1607,weekday,405,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-11-23,winter,0,november,0,wednesday,1,mist,0.440833,0.430537,0.757917,112,2454,2566,weekday,404,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-11-24,winter,0,november,1,thursday,0,clear,0.373333,0.372471,0.549167,560,935,1495,weekday,403,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-11-25,winter,0,november,0,friday,1,clear,0.375,0.380671,0.64375,1095,1697,2792,weekday,402,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2011-11-26,winter,0,november,0,saturday,0,clear,0.375833,0.385087,0.681667,1249,1819,3068,weekend,401,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-11-27,winter,0,november,0,sunday,0,clear,0.459167,0.4558,0.698333,810,2261,3071,weekend,400,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-11-28,winter,0,november,0,monday,1,clear,0.503478,0.490122,0.743043,253,3614,3867,weekday,399,3,2,2,322,Regular Days,Warm,High Humidity,Medium Rentals
2011-11-29,winter,0,november,0,tuesday,1,mist,0.458333,0.451375,0.830833,96,2818,2914,weekday,398,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-11-30,winter,0,november,0,wednesday,1,clear,0.325,0.311221,0.613333,188,3425,3613,weekday,397,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-01,winter,0,december,0,thursday,1,clear,0.3125,0.305554,0.524583,182,3545,3727,weekday,396,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-02,winter,0,december,0,friday,1,clear,0.314167,0.331433,0.625833,268,3672,3940,weekday,395,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-03,winter,0,december,0,saturday,0,clear,0.299167,0.310604,0.612917,706,2908,3614,weekend,394,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-04,winter,0,december,0,sunday,0,clear,0.330833,0.3491,0.775833,634,2851,3485,weekend,393,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-12-05,winter,0,december,0,monday,1,mist,0.385833,0.393925,0.827083,233,3578,3811,weekday,392,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-12-06,winter,0,december,0,tuesday,1,light rain,0.4625,0.4564,0.949583,126,2468,2594,weekday,391,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-12-07,winter,0,december,0,wednesday,1,light rain,0.41,0.400246,0.970417,50,655,705,weekday,390,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-12-08,winter,0,december,0,thursday,1,clear,0.265833,0.256938,0.58,150,3172,3322,weekday,389,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-09,winter,0,december,0,friday,1,clear,0.290833,0.317542,0.695833,261,3359,3620,weekday,388,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-12-10,winter,0,december,0,saturday,0,clear,0.275,0.266412,0.5075,502,2688,3190,weekend,387,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-11,winter,0,december,0,sunday,0,clear,0.220833,0.253154,0.49,377,2366,2743,weekend,386,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2011-12-12,winter,0,december,0,monday,1,clear,0.238333,0.270196,0.670833,143,3167,3310,weekday,385,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-12-13,winter,0,december,0,tuesday,1,clear,0.2825,0.301138,0.59,155,3368,3523,weekday,384,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-14,winter,0,december,0,wednesday,1,mist,0.3175,0.338362,0.66375,178,3562,3740,weekday,383,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2011-12-15,winter,0,december,0,thursday,1,mist,0.4225,0.412237,0.634167,181,3528,3709,weekday,382,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-16,winter,0,december,0,friday,1,mist,0.375,0.359825,0.500417,178,3399,3577,weekday,381,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-17,winter,0,december,0,saturday,0,mist,0.258333,0.249371,0.560833,275,2464,2739,weekend,380,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2011-12-18,winter,0,december,0,sunday,0,clear,0.238333,0.245579,0.58625,220,2211,2431,weekend,379,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-12-19,winter,0,december,0,monday,1,clear,0.276667,0.280933,0.6375,260,3143,3403,weekday,378,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-20,winter,0,december,0,tuesday,1,mist,0.385833,0.396454,0.595417,216,3534,3750,weekday,377,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2011-12-21,spring,0,december,0,wednesday,1,mist,0.428333,0.428017,0.858333,107,2553,2660,weekday,376,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-12-22,spring,0,december,0,thursday,1,mist,0.423333,0.426121,0.7575,227,2841,3068,weekday,375,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2011-12-23,spring,0,december,0,friday,1,clear,0.373333,0.377513,0.68625,163,2046,2209,weekday,374,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-12-24,spring,0,december,0,saturday,0,clear,0.3025,0.299242,0.5425,155,856,1011,weekend,373,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-12-25,spring,0,december,0,sunday,0,clear,0.274783,0.279961,0.681304,303,451,754,weekend,372,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-12-26,spring,0,december,1,monday,0,clear,0.321739,0.315535,0.506957,430,887,1317,weekday,371,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-12-27,spring,0,december,0,tuesday,1,mist,0.325,0.327633,0.7625,103,1059,1162,weekday,370,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2011-12-28,spring,0,december,0,wednesday,1,clear,0.29913,0.279974,0.503913,255,2047,2302,weekday,369,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-12-29,spring,0,december,0,thursday,1,clear,0.248333,0.263892,0.574167,254,2169,2423,weekday,368,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2011-12-30,spring,0,december,0,friday,1,clear,0.311667,0.318812,0.636667,491,2508,2999,weekday,367,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2011-12-31,spring,0,december,0,saturday,0,clear,0.41,0.414121,0.615833,665,1820,2485,weekend,366,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2012-01-01,spring,1,january,0,sunday,0,clear,0.37,0.375621,0.6925,686,1608,2294,weekend,365,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-01-02,spring,1,january,1,monday,0,clear,0.273043,0.252304,0.381304,244,1707,1951,weekday,364,3,1,1,311,Lost Days,Mild,Medium Humidity,Low Rentals
2012-01-03,spring,1,january,0,tuesday,1,clear,0.15,0.126275,0.44125,89,2147,2236,weekday,363,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-01-04,spring,1,january,0,wednesday,1,mist,0.1075,0.119337,0.414583,95,2273,2368,weekday,362,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-01-05,spring,1,january,0,thursday,1,clear,0.265833,0.278412,0.524167,140,3132,3272,weekday,361,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-06,spring,1,january,0,friday,1,clear,0.334167,0.340267,0.542083,307,3791,4098,weekday,360,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-01-07,spring,1,january,0,saturday,0,clear,0.393333,0.390779,0.531667,1070,3451,4521,weekend,359,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-01-08,spring,1,january,0,sunday,0,clear,0.3375,0.340258,0.465,599,2826,3425,weekend,358,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-09,spring,1,january,0,monday,1,mist,0.224167,0.247479,0.701667,106,2270,2376,weekday,357,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-01-10,spring,1,january,0,tuesday,1,clear,0.308696,0.318826,0.646522,173,3425,3598,weekday,356,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-11,spring,1,january,0,wednesday,1,mist,0.274167,0.282821,0.8475,92,2085,2177,weekday,355,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-01-12,spring,1,january,0,thursday,1,mist,0.3825,0.381938,0.802917,269,3828,4097,weekday,354,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2012-01-13,spring,1,january,0,friday,1,clear,0.274167,0.249362,0.5075,174,3040,3214,weekday,353,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-14,spring,1,january,0,saturday,0,clear,0.18,0.183087,0.4575,333,2160,2493,weekend,352,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-01-15,spring,1,january,0,sunday,0,clear,0.166667,0.161625,0.419167,284,2027,2311,weekend,351,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-01-16,spring,1,january,1,monday,0,clear,0.19,0.190663,0.5225,217,2081,2298,weekday,350,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-01-17,spring,1,january,0,tuesday,1,mist,0.373043,0.364278,0.716087,127,2808,2935,weekday,349,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2012-01-18,spring,1,january,0,wednesday,1,clear,0.303333,0.275254,0.443333,109,3267,3376,weekday,348,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-19,spring,1,january,0,thursday,1,clear,0.19,0.190038,0.4975,130,3162,3292,weekday,347,3,2,2,322,Regular Days,Cold,Medium Humidity,Medium Rentals
2012-01-20,spring,1,january,0,friday,1,mist,0.2175,0.220958,0.45,115,3048,3163,weekday,346,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-21,spring,1,january,0,saturday,0,mist,0.173333,0.174875,0.83125,67,1234,1301,weekend,345,3,1,1,311,Lost Days,Cold,High Humidity,Low Rentals
2012-01-22,spring,1,january,0,sunday,0,mist,0.1625,0.16225,0.79625,196,1781,1977,weekend,344,3,1,1,311,Lost Days,Cold,High Humidity,Low Rentals
2012-01-23,spring,1,january,0,monday,1,mist,0.218333,0.243058,0.91125,145,2287,2432,weekday,343,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-01-24,spring,1,january,0,tuesday,1,clear,0.3425,0.349108,0.835833,439,3900,4339,weekday,342,3,3,3,333,Good Days,Mild,High Humidity,Medium Rentals
2012-01-25,spring,1,january,0,wednesday,1,clear,0.294167,0.294821,0.64375,467,3803,4270,weekday,341,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-01-26,spring,1,january,0,thursday,1,mist,0.341667,0.35605,0.769583,244,3831,4075,weekday,340,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2012-01-27,spring,1,january,0,friday,1,mist,0.425,0.415383,0.74125,269,3187,3456,weekday,339,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2012-01-28,spring,1,january,0,saturday,0,clear,0.315833,0.326379,0.543333,775,3248,4023,weekend,338,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-29,spring,1,january,0,sunday,0,clear,0.2825,0.272721,0.31125,558,2685,3243,weekend,337,3,2,2,322,Regular Days,Mild,Low Humidity,Medium Rentals
2012-01-30,spring,1,january,0,monday,1,clear,0.269167,0.262625,0.400833,126,3498,3624,weekday,336,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-01-31,spring,1,january,0,tuesday,1,clear,0.39,0.381317,0.416667,324,4185,4509,weekday,335,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-01,spring,1,february,0,wednesday,1,clear,0.469167,0.466538,0.507917,304,4275,4579,weekday,334,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2012-02-02,spring,1,february,0,thursday,1,mist,0.399167,0.398971,0.672917,190,3571,3761,weekday,333,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2012-02-03,spring,1,february,0,friday,1,clear,0.313333,0.309346,0.526667,310,3841,4151,weekday,332,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-04,spring,1,february,0,saturday,0,mist,0.264167,0.272725,0.779583,384,2448,2832,weekend,331,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2012-02-05,spring,1,february,0,sunday,0,mist,0.265833,0.264521,0.687917,318,2629,2947,weekend,330,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2012-02-06,spring,1,february,0,monday,1,clear,0.282609,0.296426,0.622174,206,3578,3784,weekday,329,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-07,spring,1,february,0,tuesday,1,clear,0.354167,0.361104,0.49625,199,4176,4375,weekday,328,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-08,spring,1,february,0,wednesday,1,mist,0.256667,0.266421,0.722917,109,2693,2802,weekday,327,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2012-02-09,spring,1,february,0,thursday,1,clear,0.265,0.261988,0.562083,163,3667,3830,weekday,326,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-10,spring,1,february,0,friday,1,mist,0.280833,0.293558,0.54,227,3604,3831,weekday,325,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-11,spring,1,february,0,saturday,0,light rain,0.224167,0.210867,0.73125,192,1977,2169,weekend,324,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-02-12,spring,1,february,0,sunday,0,clear,0.1275,0.101658,0.464583,73,1456,1529,weekend,323,3,1,1,311,Lost Days,Cold,Medium Humidity,Low Rentals
2012-02-13,spring,1,february,0,monday,1,clear,0.2225,0.227913,0.41125,94,3328,3422,weekday,322,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-14,spring,1,february,0,tuesday,1,mist,0.319167,0.333946,0.50875,135,3787,3922,weekday,321,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-15,spring,1,february,0,wednesday,1,clear,0.348333,0.351629,0.53125,141,4028,4169,weekday,320,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-16,spring,1,february,0,thursday,1,mist,0.316667,0.330162,0.752917,74,2931,3005,weekday,319,3,2,2,322,Regular Days,Mild,High Humidity,Low Rentals
2012-02-17,spring,1,february,0,friday,1,clear,0.343333,0.351629,0.634583,349,3805,4154,weekday,318,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-18,spring,1,february,0,saturday,0,clear,0.346667,0.355425,0.534583,1435,2883,4318,weekend,317,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-19,spring,1,february,0,sunday,0,mist,0.28,0.265788,0.515833,618,2071,2689,weekend,316,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2012-02-20,spring,1,february,1,monday,0,clear,0.28,0.273391,0.507826,502,2627,3129,weekday,315,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2012-02-21,spring,1,february,0,tuesday,1,clear,0.287826,0.295113,0.594348,163,3614,3777,weekday,314,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-22,spring,1,february,0,wednesday,1,clear,0.395833,0.392667,0.567917,394,4379,4773,weekday,313,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2012-02-23,spring,1,february,0,thursday,1,clear,0.454167,0.444446,0.554583,516,4546,5062,weekday,312,3,4,4,344,Good Days,Mild,Medium Humidity,High Rentals
2012-02-24,spring,1,february,0,friday,1,mist,0.4075,0.410971,0.7375,246,3241,3487,weekday,311,3,2,2,322,Regular Days,Mild,High Humidity,Medium Rentals
2012-02-25,spring,1,february,0,saturday,0,clear,0.290833,0.255675,0.395833,317,2415,2732,weekend,310,3,2,2,322,Regular Days,Mild,Medium Humidity,Low Rentals
2012-02-26,spring,1,february,0,sunday,0,clear,0.279167,0.268308,0.41,515,2874,3389,weekend,309,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-02-27,spring,1,february,0,monday,1,clear,0.366667,0.357954,0.490833,253,4069,4322,weekday,308,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-28,spring,1,february,0,tuesday,1,clear,0.359167,0.353525,0.395833,229,4134,4363,weekday,307,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-02-29,spring,1,february,0,wednesday,1,mist,0.344348,0.34847,0.804783,65,1769,1834,weekday,306,3,1,1,311,Lost Days,Mild,High Humidity,Low Rentals
2012-03-01,spring,1,march,0,thursday,1,clear,0.485833,0.475371,0.615417,325,4665,4990,weekday,305,3,4,4,344,Good Days,Mild,Medium Humidity,High Rentals
2012-03-02,spring,1,march,0,friday,1,mist,0.353333,0.359842,0.657083,246,2948,3194,weekday,304,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-03-03,spring,1,march,0,saturday,0,mist,0.414167,0.413492,0.62125,956,3110,4066,weekend,303,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-03-04,spring,1,march,0,sunday,0,clear,0.325833,0.303021,0.403333,710,2713,3423,weekend,302,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-03-05,spring,1,march,0,monday,1,clear,0.243333,0.241171,0.50625,203,3130,3333,weekday,301,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-03-06,spring,1,march,0,tuesday,1,clear,0.258333,0.255042,0.456667,221,3735,3956,weekday,300,3,2,2,322,Regular Days,Mild,Medium Humidity,Medium Rentals
2012-03-07,spring,1,march,0,wednesday,1,clear,0.404167,0.3851,0.513333,432,4484,4916,weekday,299,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2012-03-08,spring,1,march,0,thursday,1,clear,0.5275,0.524604,0.5675,486,4896,5382,weekday,298,3,4,4,344,Good Days,Warm,Medium Humidity,High Rentals
2012-03-09,spring,1,march,0,friday,1,mist,0.410833,0.397083,0.407083,447,4122,4569,weekday,297,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2012-03-10,spring,1,march,0,saturday,0,clear,0.2875,0.277767,0.350417,968,3150,4118,weekend,296,3,3,3,333,Good Days,Mild,Medium Humidity,Medium Rentals
2012-03-11,spring,1,march,0,sunday,0,clear,0.361739,0.35967,0.476957,1658,3253,4911,weekend,295,3,3,3,333,Good Days,Mild,Medium Humidity,High Rentals
2012-03-12,spring,1,march,0,monday,1,clear,0.466667,0.459592,0.489167,838,4460,5298,weekday,294,3,4,4,344,Good Days,Mild,Medium Humidity,High Rentals
2012-03-13,spring,1,march,0,tuesday,1,clear,0.565,0.542929,0.6175,762,5085,5847,weekday,293,3,4,4,344,Good Days,Warm,Medium Humidity,High Rentals
2012-03-14,spring,1,march,0,wednesday,1,clear,0.5725,0.548617,0.507083,997,5315,6312,weekday,292,4,4,4,444,Best Days,Warm,Medium Humidity,Very High Rentals
2012-03-15,spring,1,march,0,thursday,1,clear,0.5575,0.532825,0.579583,1005,5187,6192,weekday,291,4,4,4,444,Best Days,Warm,Medium Humidity,Very High Rentals
2012-03-16,spring,1,march,0,friday,1,mist,0.435833,0.436229,0.842083,548,3830,4378,weekday,290,4,3,3,433,Good Days,Mild,High Humidity,Medium Rentals
2012-03-17,spring,1,march,0,saturday,0,mist,0.514167,0.505046,0.755833,3155,4681,7836,weekend,289,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-03-18,spring,1,march,0,sunday,0,mist,0.4725,0.464,0.81,2207,3685,5892,weekend,288,4,4,4,444,Best Days,Mild,High Humidity,High Rentals
2012-03-19,spring,1,march,0,monday,1,clear,0.545,0.532821,0.72875,982,5171,6153,weekday,287,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-03-20,spring,1,march,0,tuesday,1,clear,0.560833,0.538533,0.807917,1051,5042,6093,weekday,286,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-03-21,summer,1,march,0,wednesday,1,mist,0.531667,0.513258,0.82125,1122,5108,6230,weekday,285,4,4,4,444,Best Days,Warm,High Humidity,Very High Rentals
2012-03-22,summer,1,march,0,thursday,1,clear,0.554167,0.531567,0.83125,1334,5537,6871,weekday,284,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-03-23,summer,1,march,0,friday,1,mist,0.601667,0.570067,0.694167,2469,5893,8362,weekday,283,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-03-24,summer,1,march,0,saturday,0,mist,0.5025,0.486733,0.885417,1033,2339,3372,weekend,282,4,2,2,422,Regular Days,Warm,High Humidity,Medium Rentals
2012-03-25,summer,1,march,0,sunday,0,mist,0.4375,0.437488,0.880833,1532,3464,4996,weekend,281,4,4,4,444,Best Days,Mild,High Humidity,High Rentals
2012-03-26,summer,1,march,0,monday,1,clear,0.445833,0.43875,0.477917,795,4763,5558,weekday,280,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-03-27,summer,1,march,0,tuesday,1,clear,0.323333,0.315654,0.29,531,4571,5102,weekday,279,4,4,4,444,Best Days,Mild,Low Humidity,High Rentals
2012-03-28,summer,1,march,0,wednesday,1,clear,0.484167,0.47095,0.48125,674,5024,5698,weekday,278,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-03-29,summer,1,march,0,thursday,1,clear,0.494167,0.482304,0.439167,834,5299,6133,weekday,277,4,4,4,444,Best Days,Mild,Medium Humidity,Very High Rentals
2012-03-30,summer,1,march,0,friday,1,mist,0.37,0.375621,0.580833,796,4663,5459,weekday,276,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-03-31,summer,1,march,0,saturday,0,mist,0.424167,0.421708,0.738333,2301,3934,6235,weekend,275,4,4,4,444,Best Days,Mild,High Humidity,Very High Rentals
2012-04-01,summer,1,april,0,sunday,0,mist,0.425833,0.417287,0.67625,2347,3694,6041,weekend,274,4,4,4,444,Best Days,Mild,High Humidity,Very High Rentals
2012-04-02,summer,1,april,0,monday,1,clear,0.433913,0.427513,0.504348,1208,4728,5936,weekday,273,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-04-03,summer,1,april,0,tuesday,1,clear,0.466667,0.461483,0.396667,1348,5424,6772,weekday,272,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-04,summer,1,april,0,wednesday,1,clear,0.541667,0.53345,0.469583,1058,5378,6436,weekday,271,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-04-05,summer,1,april,0,thursday,1,clear,0.435,0.431163,0.374167,1192,5265,6457,weekday,270,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-06,summer,1,april,0,friday,1,clear,0.403333,0.390767,0.377083,1807,4653,6460,weekday,269,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-07,summer,1,april,0,saturday,0,clear,0.4375,0.426129,0.254167,3252,3605,6857,weekend,268,4,5,5,455,Best Days,Mild,Low Humidity,Very High Rentals
2012-04-08,summer,1,april,0,sunday,0,clear,0.5,0.492425,0.275833,2230,2939,5169,weekend,267,4,4,4,444,Best Days,Mild,Low Humidity,High Rentals
2012-04-09,summer,1,april,0,monday,1,clear,0.489167,0.476638,0.3175,905,4680,5585,weekday,266,4,4,4,444,Best Days,Mild,Low Humidity,High Rentals
2012-04-10,summer,1,april,0,tuesday,1,clear,0.446667,0.436233,0.435,819,5099,5918,weekday,265,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-04-11,summer,1,april,0,wednesday,1,clear,0.348696,0.337274,0.469565,482,4380,4862,weekday,264,4,3,3,433,Good Days,Mild,Medium Humidity,High Rentals
2012-04-12,summer,1,april,0,thursday,1,clear,0.3975,0.387604,0.46625,663,4746,5409,weekday,263,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-04-13,summer,1,april,0,friday,1,clear,0.4425,0.431808,0.408333,1252,5146,6398,weekday,262,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-14,summer,1,april,0,saturday,0,clear,0.495,0.487996,0.502917,2795,4665,7460,weekend,261,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-15,summer,1,april,0,sunday,0,clear,0.606667,0.573875,0.507917,2846,4286,7132,weekend,260,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-04-16,summer,1,april,1,monday,0,clear,0.664167,0.614925,0.561667,1198,5172,6370,weekday,259,4,4,4,444,Best Days,Warm,Medium Humidity,Very High Rentals
2012-04-17,summer,1,april,0,tuesday,1,clear,0.608333,0.598487,0.390417,989,5702,6691,weekday,258,4,5,5,455,Best Days,Warm,Medium Humidity,Very High Rentals
2012-04-18,summer,1,april,0,wednesday,1,mist,0.463333,0.457038,0.569167,347,4020,4367,weekday,257,4,3,3,433,Good Days,Mild,Medium Humidity,Medium Rentals
2012-04-19,summer,1,april,0,thursday,1,clear,0.498333,0.493046,0.6125,846,5719,6565,weekday,256,4,5,5,455,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-20,summer,1,april,0,friday,1,clear,0.526667,0.515775,0.694583,1340,5950,7290,weekday,255,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-04-21,summer,1,april,0,saturday,0,clear,0.57,0.542921,0.682917,2541,4083,6624,weekend,254,4,5,5,455,Best Days,Warm,High Humidity,Very High Rentals
2012-04-22,summer,1,april,0,sunday,0,light rain,0.396667,0.389504,0.835417,120,907,1027,weekend,253,4,1,1,411,Lost Days,Mild,High Humidity,Low Rentals
2012-04-23,summer,1,april,0,monday,1,mist,0.321667,0.301125,0.766667,195,3019,3214,weekday,252,4,2,2,422,Regular Days,Mild,High Humidity,Medium Rentals
2012-04-24,summer,1,april,0,tuesday,1,clear,0.413333,0.405283,0.454167,518,5115,5633,weekday,251,4,4,4,444,Best Days,Mild,Medium Humidity,High Rentals
2012-04-25,summer,1,april,0,wednesday,1,clear,0.476667,0.470317,0.427917,655,5541,6196,weekday,250,4,4,4,444,Best Days,Mild,Medium Humidity,Very High Rentals
2012-04-26,summer,1,april,0,thursday,1,mist,0.498333,0.483583,0.756667,475,4551,5026,weekday,249,4,4,4,444,Best Days,Mild,High Humidity,High Rentals
